TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,51844,,3,9,2,7,20,16,11.22,17,21,77,13,32,57,6,16,22,A,1,51,68,F,H,38600,36,31336
0,51859,,4,8,4,5,6,11,8,11,19,41,12,31,33,6,15,14,A,1,49,35,F,H,61000,35,41835
1,12220,5,8,27,3,7,8,6.38,6.56,6.67,18,77,26,46,81,6,16,22,S,1,36,44,M,U,47000,38,0
0,51881,,3,5,2,3,25,20.67,18.4,18.5,18,41,13,33,37,6,16,15,A,0,31,63,M,U,36300,35,36988
1,51918,15,2,3,0,0,17,16,12.33,,18,39,12,32,30,6,6,14,A,0,40,,F,H,72000,33,52196
0,51903,,7,36,4,20,5,3.43,2.37,3.25,25,128,12,33,70,6,17,32,S,1,41,83,F,U,50500,40,0
0,51892,,2,9,1,2,20,18.5,10.78,17,20,69,13,35,55,6,17,21,A,0,38,,F,U,29500,28,0
0,45855,,2,18,1,10,10,8,7.39,6,20,123,14,32,71,5,13,29,A,1,16,73,F,H,37900,44,29583
0,52012,,1,9,0,3,15,15,8.33,,18,125,8,21,36,2,2,11,A,0,51,81,M,H,42700,23,38075
0,52015,,7,9,5,6,5,5.29,5.22,5.4,19,44,12,31,35,6,16,16,S,1,51,,F,U,36800,29,34044
0,52040,,5,11,3,6,15,15,13.27,15,18,54,13,35,46,6,17,19,S,1,36,77,F,U,39100,29,42512
0,52036,,6,9,3,4,10,7.5,7.22,8.33,15,41,13,34,40,6,16,15,A,1,39,,M,U,59800,31,42512
0,52030,,2,2,2,2,20,20,20,20,21,28,10,22,22,4,10,9,A,0,38,35,F,H,86600,52,42512
1,52071,30,1,1,1,1,20,20,20,20,21,21,10,17,15,4,7,6,F,0,51,42,F,U,42900,31,39399
0,52095,,6,7,4,4,5,6.17,6,5.5,17,38,12,31,33,6,15,13,A,0,46,,U,U,83800,38,0
1,52132,7,6,7,5,5,7,7.17,6.86,6.6,16,39,14,34,35,6,15,14,A,1,0,,F,U,39700,0,36029
1,52158,3,12,34,7,16,5,2.67,2.59,2,15,75,12,31,55,5,14,22,S,1,43,35,F,H,35100,26,34412
1,52161,5,1,10,1,7,15,15,6.7,15,21,127,10,28,62,4,12,27,A,0,51,67,F,U,32500,9,25185
0,52173,,3,3,2,2,20,18.33,18.33,20,21,29,12,26,25,6,14,12,A,0,36,68,F,H,24900,28,23527
1,52171,5,4,20,2,10,5,5.5,4.25,5,17,124,13,25,66,6,11,26,S,1,36,,M,U,41600,28,36767
1,52196,10,2,3,1,1,15,12.5,10,10,19,38,10,28,28,4,12,12,A,0,40,47,M,U,50400,45,44363
0,52222,,3,5,0,1,10,10,9,,16,65,11,26,42,5,5,14,A,0,36,37,M,H,40100,28,28039
1,52215,5,1,1,1,1,20,20,20,20,18,18,10,14,12,4,6,5,F,0,41,36,F,U,31800,41,28039
0,42377,,4,8,4,6,15,14.5,11.75,14.5,20,53,13,33,47,6,17,18,A,1,36,61,F,H,56300,35,52079
1,52104,50,2,2,1,1,20,20,20,20,19,30,11,25,23,3,9,9,A,0,39,,M,U,62600,29,0
0,52341,,4,21,2,13,13,12.25,8.95,12,16,97,12,31,68,5,14,26,S,1,36,73,F,U,39400,32,41471
1,52330,3,9,11,4,4,2,5,4.45,6,18,33,12,30,29,6,15,13,S,1,36,69,U,H,56500,44,41471
1,52350,10,4,4,3,3,10,7,7,8.33,16,28,12,23,23,5,10,9,A,1,51,,F,U,40200,29,32404
1,52398,14,6,21,4,11,13,14,11.14,13.25,22,97,13,35,73,6,17,29,A,1,43,47,F,H,41800,36,39115
0,52420,,1,20,0,11,12,12,2.98,,20,130,11,28,68,4,4,28,A,1,51,71,M,U,49100,24,31101
0,52461,,6,12,5,8,5,5,5,5,20,105,12,30,58,6,14,24,S,1,36,85,M,H,57500,32,55638
0,52446,,3,4,2,3,20,16.33,14.75,17.5,23,41,12,32,36,6,15,14,A,0,36,59,F,H,89900,40,55638
0,52478,,1,10,1,4,11,9,9.4,9,19,115,13,33,60,6,15,27,A,0,43,25,U,U,53100,35,41918
1,52476,21,1,7,1,5,15,15,12.86,15,22,69,12,32,54,6,15,21,A,1,53,49,M,H,43400,42,41918
0,52481,,4,5,3,3,20,17.5,16,18.33,24,39,11,32,34,6,17,16,A,1,43,71,F,H,37100,28,30690
0,52506,,7,13,2,3,7,5.43,5.15,6,15,43,15,35,40,6,16,16,S,1,35,45,F,U,87100,34,52992
0,52452,,1,6,1,3,25,15,10.5,15,18,62,15,35,50,6,15,20,A,0,37,81,F,H,44000,61,36204
1,52549,30,3,9,1,5,25,20,13.11,17,16,77,13,35,58,6,17,25,A,1,48,42,M,H,55600,32,35941
1,52548,14,2,7,0,2,25,14,13.57,,18,76,14,35,56,7,7,22,A,0,43,60,M,U,45700,30,35941
1,52588,15,3,4,2,2,10,10.67,10.75,10,20,35,14,31,30,6,14,12,A,0,51,,U,U,58500,21,0
1,52574,12,8,23,4,12,10,11.63,8.22,11.5,15,124,14,35,74,6,17,30,S,1,46,52,F,H,61900,35,39065
1,52593,22,2,6,0,2,16,14,11.67,,16,116,12,30,53,5,5,23,A,0,43,59,F,H,52400,17,45009
1,52592,10,4,11,3,6,10,10.75,9.09,11,18,75,13,34,55,6,17,23,A,1,39,55,F,H,66700,35,45009
0,52619,,3,4,1,2,20,16,14.5,16,19,39,12,34,33,6,17,16,A,0,53,,M,H,31000,27,35262
1,52547,5,9,11,6,7,5,4.78,4.45,4.67,18,39,12,31,32,6,16,15,S,1,43,57,M,H,30900,27,28717
0,52661,,3,9,1,5,11,10.33,8.56,11,16,94,15,28,55,6,11,19,A,1,51,63,M,U,42900,26,33263
0,52659,,2,5,1,3,50,51,36.8,52,19,56,13,34,50,6,16,20,A,0,51,,F,U,42900,26,33263
0,52677,,1,3,1,2,20,20,11,20,23,52,12,27,31,6,12,12,A,0,22,66,F,U,64500,26,56002
0,52713,,4,6,3,4,10,10,9.17,10,19,57,14,30,43,6,13,16,A,1,35,71,M,H,87300,47,37966
1,52740,8,12,43,8,20,10,9.25,7.6,9.13,18,104,12,33,74,5,16,29,S,1,30,81,F,H,27300,24,31410
1,52729,10,3,6,1,2,10,6.67,5.83,5,18,51,6,20,29,4,10,12,A,0,28,67,F,H,47000,37,31410
0,52776,,2,9,1,4,25,25,17.22,25,18,122,15,37,70,6,17,31,A,1,30,78,F,U,54400,20,0
0,52774,,4,16,3,12,20,21.25,16.56,21.67,22,126,7,21,70,4,13,30,A,1,39,,F,U,62100,35,46288
1,14064,100,1,1,0,0,200,200,200,,20,20,28,34,35,5,5,6,F,0,24,42,M,H,91900,26,65592
1,12932,21,4,13,2,7,15,16,12.23,17,16,86,20,29,52,1,5,15,E,0,26,50,F,U,91000,28,0
0,52804,,4,17,1,6,10,10.75,10.76,10,15,127,13,34,75,6,16,33,S,1,24,83,M,H,119900,33,65592
1,52824,11,9,13,7,8,8,9.44,8.46,9.29,17,41,13,33,39,6,17,16,S,1,41,,M,H,50300,33,40165
1,123822,10,4,5,2,3,9,8.75,7.6,8,19,41,13,30,31,6,14,13,A,0,12,,F,U,53500,40,0
0,8992,,1,13,1,3,10,5,12.15,5,4,66,38,56,85,6,13,19,A,0,27,,F,U,49700,28,0
1,52902,17,2,4,2,2,10,22.5,15,22.5,15,44,14,32,36,6,15,15,A,0,24,,F,H,92900,27,83308
0,52881,,3,5,2,4,25,23.33,24,22.5,16,83,14,34,48,6,16,23,A,0,35,,M,H,97300,31,83308
0,52672,,2,10,1,9,15,12.5,6.9,15,16,122,14,32,64,6,14,30,A,1,35,51,F,H,97300,31,83308
0,52980,,4,17,3,11,12,11.75,9.65,11.67,23,79,12,34,60,6,17,24,A,1,40,55,F,H,73200,29,52428
1,52990,26,2,18,2,11,10,8.5,5,8.5,16,130,12,25,69,4,9,24,A,1,40,59,M,H,92700,32,62218
0,52998,,1,12,0,7,15,15,7.5,,17,122,13,34,70,6,6,31,A,1,40,62,M,H,72900,33,52408
0,53013,,6,22,3,12,4,5,5,5,15,105,15,36,75,6,17,29,S,1,42,,F,U,115900,30,61996
0,53039,,2,14,1,6,15,12.5,8.21,10,15,78,10,27,58,3,10,22,E,1,49,,F,H,60200,27,51131
0,53091,,5,12,2,4,12,10.2,8.25,10.5,16,77,15,36,57,6,16,23,A,0,14,37,F,H,138800,34,75325
0,53625,,2,5,0,1,15,15,13,,18,69,12,31,49,4,4,17,A,0,21,77,U,H,96100,44,75325
0,53086,,2,4,2,4,25,22.5,21.25,22.5,20,64,13,31,46,6,14,17,A,0,35,48,F,U,131200,27,75325
0,53082,,1,3,1,3,20,20,13.33,20,21,53,12,29,40,6,13,15,A,0,35,50,M,U,146700,27,75325
1,53078,25,3,5,2,3,25,21.67,19,20,24,44,12,31,37,6,16,16,A,0,35,44,F,H,121700,18,75325
1,187604,11,6,10,3,7,7,5.83,5.3,5.33,18,40,5,13,16,1,5,6,E,1,34,,U,U,134900,21,0
1,53127,30,3,8,1,6,25,23.33,17.63,25,17,88,12,30,57,6,15,23,S,1,38,,M,H,57600,22,40107
1,53151,40,1,1,0,0,20,20,20,,15,15,11,15,13,5,5,5,F,0,50,,M,U,34500,14,32054
0,53167,,3,4,2,2,20,10.67,10.5,6,19,29,12,26,24,6,13,11,A,1,35,45,M,H,89100,43,51586
0,2058,,5,6,3,3,15,12,12.5,11.67,16,33,15,30,42,4,10,13,E,1,43,,M,H,60500,32,44931
1,71,16,5,22,4,13,8,8.6,6.82,8.5,9,91,27,41,62,11,18,27,S,1,43,63,F,H,39900,33,39313
1,53213,15,3,3,3,3,16,12,12,12,22,33,12,30,28,6,14,12,A,0,50,53,F,H,40200,24,37849
0,53225,,6,8,4,4,10,9.5,9.13,11.75,18,32,13,29,30,6,14,12,A,1,50,,F,H,37700,23,33250
0,53268,,3,37,3,19,10,12,8.32,12,24,123,5,16,60,3,10,27,A,1,1,83,F,U,91400,9,44767
0,53258,,3,6,3,4,20,16.33,11.5,16.33,16,44,14,35,40,6,16,16,A,0,3,56,F,H,110700,27,44767
0,53286,,4,17,2,13,5,5,3.35,5,16,104,12,31,60,5,13,25,S,1,12,44,F,H,56800,38,22631
1,190064,20,2,2,2,2,15,10,10,10,21,28,4,10,10,2,5,5,E,0,10,,F,U,34000,18,0
1,53295,15,2,2,1,1,15,12.5,12.5,10,26,31,10,24,22,4,10,9,A,0,8,43,F,H,47000,28,25137
0,4590,,4,21,4,12,19,15.25,13.57,15.25,19,128,33,53,118,6,17,33,A,1,30,84,F,H,53500,31,32033
1,53329,10,3,15,1,9,12,9,5.6,5,18,126,15,35,68,6,15,29,S,1,32,67,F,H,29900,16,32033
1,7173,32,7,15,3,9,26,25.14,17.73,31.33,18,124,15,36,76,6,17,32,S,1,11,67,F,U,85400,31,38328
0,53340,,5,5,2,2,10,8.2,8.2,9.5,18,31,12,25,25,6,11,9,A,0,30,,F,H,45400,32,38328
0,53384,,4,7,1,2,20,12.5,12.57,10,18,40,13,33,36,6,16,16,A,1,12,78,U,H,56800,38,24813
1,53485,7,4,4,2,2,7,7,7,8,16,28,11,23,21,5,10,9,A,0,18,,F,H,86100,19,44143
0,55489,,4,12,2,8,25,25,19.42,25,20,89,15,37,64,6,17,26,S,1,42,81,F,U,70000,36,44143
1,7649,13,7,22,3,6,9,8.71,10.05,7.33,4,69,45,65,99,13,24,23,A,0,13,,F,U,131800,46,62350
1,53448,20,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,13,59,F,H,131800,46,62350
1,53496,20,5,14,4,7,21,17.8,12.57,17.25,22,71,12,34,58,6,17,23,S,1,18,47,F,H,62500,34,36549
0,53773,,2,3,1,1,10,10,10,10,19,21,13,21,18,6,10,8,N,0,12,,M,U,100800,23,0
1,53529,5,2,23,1,14,10,10,10.65,10,18,123,7,26,75,3,11,28,A,1,11,,F,H,118300,28,69526
0,53509,,2,2,1,1,17,16,16,15,18,24,12,23,19,6,11,9,N,0,13,75,M,H,166000,36,69526
0,53557,,3,8,0,1,15,12,9.38,,26,75,9,26,49,4,4,18,A,0,30,34,F,H,49000,38,35906
1,53576,25,1,1,1,1,25,25,25,25,16,16,12,17,14,5,7,6,F,0,14,47,M,H,112400,24,73713
0,53638,,6,33,3,17,10,10.33,7.48,10,17,128,13,34,79,6,17,33,S,1,16,49,F,H,57400,35,30220
0,53633,,3,16,1,12,11,11,10.19,11,15,113,14,33,74,6,15,29,S,1,21,68,M,H,49500,26,30220
1,53611,18.25,5,10,3,4,15,8.8,8,7.67,18,41,13,34,38,6,17,17,A,1,21,43,F,H,46800,26,30220
0,53669,,2,14,0,6,14,13.5,6.71,,24,91,10,29,58,5,5,23,A,1,12,71,M,H,90100,44,40067
0,53715,,6,22,4,12,25,12.5,6.91,7.5,18,76,13,35,59,6,17,24,S,1,12,58,F,H,77500,33,55298
0,53701,,2,2,2,2,16,13,13,13,16,24,13,24,21,6,11,9,N,0,18,55,F,H,59100,23,55298
1,53753,30,2,13,0,7,20,20,15.85,,19,99,13,35,70,6,6,28,A,1,11,44,F,H,123900,37,94790
0,53770,,4,11,3,8,10,13,17.18,13.33,15,124,13,32,72,6,15,30,A,1,35,,M,U,210600,25,0
1,53763,15,2,2,2,2,15,14,14,14,16,31,11,25,22,4,10,9,A,0,35,55,M,H,175200,27,122441
1,53793,5,2,14,1,9,17,16,7.71,17,20,106,13,35,78,6,17,33,A,1,12,48,F,H,96600,29,56508
0,53775,,1,2,1,1,25,50,37.5,50,18,23,13,24,22,6,11,9,N,0,12,63,F,H,96600,29,56508
0,53859,,1,4,0,2,15,15,15,,20,65,12,24,42,4,4,14,A,0,36,80,F,U,43000,33,36352
1,53853,8,6,8,3,4,10,7,6.25,7.67,22,41,12,33,34,6,16,15,A,0,41,,F,U,18600,27,0
1,7637,10,3,22,2,11,11,10.33,9,10.5,20,131,25,46,118,5,15,30,S,1,53,79,F,H,35300,30,33438
0,6806,,1,24,1,8,25,25,19.33,25,7,127,35,49,110,7,14,22,A,1,24,72,F,H,84900,27,32757
1,53893,25,0,1,0,0,25,0,25,,19,19,10,10,12,4,4,4,F,0,40,65,M,H,59300,32,32757
0,53963,,3,5,0,1,15,14,11.4,,15,45,14,31,36,6,6,13,A,0,48,35,M,H,39700,24,33235
0,53965,,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,45,46,F,H,40700,34,33508
1,54003,15,4,15,1,9,17,16,13.67,15,15,119,13,35,75,6,17,34,A,1,36,62,U,H,48600,39,40928
0,54026,,2,7,1,3,25,22.5,27.14,20,19,78,13,31,58,6,15,23,A,0,45,60,M,H,37800,33,43355
0,54025,,1,4,0,2,20,20,11.75,,24,76,9,24,46,4,4,16,A,0,43,60,M,U,51400,27,43355
0,54035,,2,12,0,4,20,21,10.42,,18,104,13,32,67,6,6,27,A,0,36,49,M,H,45900,33,41019
0,54041,,1,3,1,1,15,15,11.67,15,23,44,10,28,32,4,12,13,A,0,43,,F,U,47400,34,45357
0,54085,,4,16,3,13,25,18,9.5,15.67,20,130,13,34,73,6,17,29,A,1,45,,M,U,44400,25,39545
1,54134,10,2,25,2,15,10,7.5,5.64,7.5,21,129,12,23,71,4,9,25,A,1,41,81,M,U,45200,36,48101
0,54127,,1,10,0,5,15,15,7.8,,17,113,12,30,59,5,5,26,A,1,35,42,M,H,107600,30,48101
0,54125,,3,8,2,4,25,20,16.75,20,24,93,12,34,66,6,17,26,A,0,44,43,F,U,82600,28,48101
1,54123,5,7,20,5,9,5,5.57,5,5.6,19,87,13,31,63,6,16,23,S,1,40,,F,H,45200,29,48101
1,54142,21,3,5,1,2,20,16.67,13,20,20,41,13,35,38,6,17,16,A,0,43,51,F,H,47600,22,40136
1,54160,10,1,1,0,0,15,15,15,,16,16,11,16,13,4,4,5,F,0,51,69,F,H,47500,33,36250
0,54214,,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0,48,87,F,H,46600,41,42288
0,54227,,2,4,1,3,25,22.5,15.25,20,25,66,12,29,46,6,14,18,A,0,51,,M,U,30400,27,34000
1,54259,15,3,3,2,2,10,10,10,10,16,24,14,25,23,6,11,9,N,1,0,65,M,H,55300,0,41506
1,2596,28,4,6,2,4,20.5,18.88,18.42,15,6,23,22,29,30,8,11,10,N,0,0,,M,H,50500,0,41506
0,54308,,8,10,5,7,10,8.25,7.8,8.2,21,44,12,31,35,6,16,16,A,1,45,50,F,H,37600,35,33750
0,92827,,1,2,0,0,16,16,13,,19,42,10,24,24,4,4,9,A,0,8,59,F,U,35900,24,33750
0,54347,,1,1,0,0,50,50,50,,16,16,12,17,14,5,5,6,F,0,51,,F,U,37800,30,0
1,54369,6,3,3,2,2,10,6.67,6.67,7.5,17,21,12,19,17,6,10,8,N,0,47,,M,U,46700,27,0
1,54393,23,3,3,1,1,17,13,13,12,18,32,11,28,26,5,13,12,A,0,42,67,F,H,91800,14,27294
1,189853,8,4,12,2,5,10,9.75,7.17,9.5,19,112,13,32,60,6,15,25,A,1,0,54,F,U,44000,24,39991
0,54417,,1,1,0,0,25,25,25,,20,20,11,18,16,5,5,7,F,0,47,55,M,U,38600,18,32908
1,54441,30,1,8,0,5,25,25,12.75,,17,85,13,32,60,6,6,23,A,1,50,56,F,H,46300,20,55190
0,54517,,1,14,1,7,20,20,13.21,20,27,129,8,26,62,4,13,25,A,1,22,49,F,U,58600,22,45037
0,54511,,1,6,0,3,25,23,18.33,,18,69,15,36,55,6,6,20,A,0,47,77,F,H,46700,20,45037
1,54530,10,6,12,5,9,14,12.67,9.92,12.4,18,105,14,32,65,6,14,24,S,1,51,,M,U,44800,26,29414
0,54392,,4,4,3,3,8,7.75,7.75,7.67,15,29,11,23,21,5,10,9,A,1,34,53,M,H,55800,24,46726
0,54554,,1,5,1,2,25,25,23,25,18,44,13,35,40,6,17,17,A,0,21,62,F,H,49300,37,51968
0,54549,,3,4,3,3,10,6,5.75,6,20,28,12,25,26,6,12,10,A,1,12,51,M,H,81100,23,51968
0,54586,,3,3,0,0,20,10.67,10.67,,15,31,11,23,22,5,5,8,A,0,24,41,F,U,45500,32,32514
1,54614,7,5,5,3,3,5,6.4,6.4,6.67,16,35,13,32,29,6,14,12,A,1,36,71,F,H,49100,22,35376
1,54674,5,5,17,5,12,5,5.4,4.71,5.4,16,105,12,32,63,6,17,29,A,1,40,75,M,U,44000,27,45395
0,54671,,4,8,2,4,5,5,4.25,5,16,66,7,19,27,3,7,10,S,1,40,78,M,U,59900,27,0
1,54708,20,1,2,1,1,6,53,29.5,53,15,16,16,21,18,5,7,6,F,0,36,37,F,H,38200,24,0
0,53,,3,20,3,8,20,18.67,11,18.67,21,91,18,36,72,7,18,29,A,1,50,71,M,H,37600,17,33545
1,54762,16,3,12,2,7,15,11.67,7.33,12.5,15,90,12,29,63,5,12,23,S,1,47,83,M,U,42900,25,38685
0,54775,,3,11,3,6,15,12.33,10.09,12.33,18,81,14,35,58,6,16,24,A,0,51,55,F,U,43200,26,45674
0,54781,,2,6,0,4,15,14,10.33,,18,81,10,28,50,4,4,19,A,1,43,,M,U,35500,25,40179
0,54796,,4,9,1,3,10,8.25,6.56,10,19,45,12,33,38,6,16,16,S,1,41,55,F,H,38600,24,33390
0,54794,,7,7,5,5,10,8.86,8.86,10,16,33,14,30,30,6,14,12,S,1,43,54,M,H,43600,29,33390
0,54825,,3,12,3,8,10,5.33,5.83,5.33,18,78,12,33,53,6,16,23,A,0,50,73,M,H,44100,27,29663
1,54828,5,5,11,4,9,11,9.6,7.82,9.5,16,69,16,36,59,6,15,21,S,1,50,71,F,H,33800,24,30455
0,54848,,1,13,0,7,20,20,17.38,,25,129,12,33,75,6,6,32,A,1,37,64,M,H,50900,42,27307
0,54859,,3,20,1,10,16,14.67,10.1,15,18,105,15,35,73,6,15,27,S,1,50,74,M,H,33300,23,27098
0,54946,,5,11,4,7,9,9.8,9.36,9.5,24,52,10,30,42,5,16,18,S,1,35,35,F,H,75500,39,54469
0,54966,,1,9,0,5,20,20,11.11,,18,127,13,29,57,6,6,26,A,1,50,57,M,H,34800,21,32207
0,54967,,2,6,2,4,20,15,9.17,15,16,69,14,33,50,6,14,18,A,0,41,,U,U,0,0,0
0,54992,,4,15,2,6,20,17.5,14.33,20,22,102,5,20,50,4,13,23,A,1,40,,F,U,63000,32,0
0,126612,,3,6,2,4,16,14,10,13,15,65,13,31,41,5,12,16,A,0,36,38,F,U,55200,22,0
1,54996,10,2,13,2,7,10,10,8.23,10,20,104,7,15,46,2,6,17,A,1,50,68,M,H,33600,27,23906
0,55006,,4,4,2,2,10,8.75,8.75,7.5,18,30,15,29,26,6,12,10,A,0,47,,F,U,38100,24,26500
1,55027,5,7,11,6,7,10,11.43,10.97,10,16,57,14,35,48,5,15,18,A,1,35,71,F,H,95500,27,81921
0,55023,,1,2,1,1,26,26,18,26,17,30,11,25,23,5,11,9,A,0,35,65,F,H,95500,27,81921
0,55092,,2,2,1,1,15,10,10,15,20,28,10,22,22,4,9,8,A,0,51,59,F,H,38200,23,30860
0,55038,,5,18,3,7,5,9.8,7.78,11.33,15,111,15,34,68,6,15,27,A,1,47,49,F,H,39900,25,30860
1,55091,10,1,1,0,0,25,25,25,,20,20,9,14,14,3,3,3,F,1,51,47,F,U,36400,23,36776
1,55105,4,6,15,2,6,6,6.33,5.8,6,17,64,11,32,49,5,15,21,S,1,47,,F,U,40700,25,22031
1,55117,15,2,5,2,4,20,20,15,20,24,86,9,25,44,4,11,18,A,0,15,68,F,H,66800,24,58769
0,55137,,3,11,3,9,12,15.67,15.82,15.67,16,116,13,34,72,6,16,32,A,0,47,37,F,H,60200,25,53531
0,54850,,2,3,1,1,25,17.5,13,10,18,33,13,32,29,6,15,13,A,0,0,,M,U,33900,0,0
1,55172,16,2,7,2,5,16,15,11.29,15,20,76,13,33,55,6,15,21,A,0,40,43,F,H,41200,31,44024
0,12511,,6,29,4,16,6,4.83,4.31,4.25,18,120,24,43,88,6,17,32,S,1,23,27,F,H,70700,45,38685
0,55271,,2,14,1,7,20,22.5,13.57,25,20,126,14,35,74,6,17,34,A,1,36,87,F,U,60500,28,43703
1,55302,15,1,12,1,7,15,12,9.75,12,18,86,15,35,63,6,15,24,A,1,13,73,M,H,87800,23,73101
1,55293,25,2,3,0,0,25,17.5,20,,18,32,14,31,29,6,6,12,A,0,32,,F,U,44400,23,0
0,55341,,2,18,1,10,10,7.5,6.28,10,18,121,11,29,70,4,11,27,A,1,21,77,U,H,39600,32,45139
0,55325,,3,5,0,0,10,10,9,,19,40,12,32,34,6,6,14,A,0,18,73,F,H,60000,47,45139
1,55358,30,3,6,1,2,25,20,15.83,20,16,55,13,33,42,6,15,17,A,0,32,49,F,H,42600,0,27418
0,8190,,5,57,4,22,10,11.4,9.93,11.75,21,113,24,42,117,5,15,30,A,1,32,47,F,U,35000,25,29867
1,55392,6,7,37,5,19,7,6.14,5.96,6,18,123,11,30,79,5,15,33,S,1,43,51,M,U,42300,30,29867
0,55390,,1,22,1,14,12,12,7.36,12,21,123,11,28,73,5,12,30,A,1,32,50,F,H,26100,18,29867
0,55389,,4,14,2,6,5,5,5.57,5,16,116,15,35,63,6,15,26,A,1,28,76,M,H,41400,49,29867
1,55408,4,6,16,5,12,3,5,5.25,5,19,105,12,32,66,6,17,28,S,1,35,50,M,H,144900,42,52311
0,55403,,4,8,2,2,15,12.25,12.38,13.5,22,52,13,34,43,6,17,18,A,0,47,79,F,H,54900,30,52311
1,55442,25,1,6,1,5,15,15,9.17,15,21,81,11,29,52,5,13,20,A,0,50,72,M,U,38200,22,28052
1,55450,5,2,19,2,12,10,7.5,3.53,7.5,18,125,12,31,70,5,15,29,A,1,45,,F,H,35000,30,36250
1,55484,25,2,8,0,4,23,20,12.75,,18,80,13,34,59,6,6,23,A,1,50,,M,U,36600,22,0
1,55503,10,2,5,1,1,10,7.5,8.4,10,18,28,12,24,24,6,12,10,A,0,47,83,M,U,50600,28,30499
1,55527,4,4,16,2,9,5,5.25,5.38,6,17,105,11,29,67,4,11,22,S,1,27,33,F,H,39300,38,29430
1,55552,20,2,10,0,7,17,16,8.4,,15,126,12,32,64,5,5,29,L,1,50,65,M,U,36300,22,26495
1,55553,20,1,1,1,1,25,25,25,25,24,24,9,19,17,4,8,7,N,0,47,,M,U,39400,24,30017
1,55624,10,2,17,2,12,10,10,9.71,10,24,124,10,29,68,4,12,28,A,1,41,74,F,U,40300,0,0
0,55640,,4,10,3,5,16,12,10.2,10.67,17,51,13,33,43,6,17,19,A,1,47,63,F,U,30700,24,30841
0,55761,,3,17,1,7,16,25.32,16,14,19,97,13,31,66,6,14,24,A,1,35,71,M,H,111000,57,58533
1,55756,10,7,9,5,6,5,8.57,7.56,9,17,40,13,34,38,6,16,15,S,1,24,,F,U,74300,55,0
1,55840,16,4,6,2,3,10,15,17.5,17.5,22,45,7,24,33,5,15,15,A,1,39,50,M,H,40600,32,46324
0,11053,,2,19,0,4,10,11,8.37,,18,124,28,48,97,4,4,29,A,0,24,71,F,U,65300,39,0
0,55953,,1,3,1,2,30,30,25,30,17,44,13,32,38,6,15,15,A,0,36,45,M,H,50100,42,37760
0,56035,,3,3,1,1,20,15.33,15.33,16,18,31,12,26,25,6,12,10,A,0,50,,F,U,33200,27,31742
0,56038,,1,11,0,3,14,14,12.73,,16,105,12,30,66,5,5,26,A,0,50,,M,U,34600,21,0
1,56049,14,3,8,3,6,10,11.67,9.5,11.67,17,76,11,27,48,4,12,18,A,0,47,70,F,U,39800,20,37038
0,189047,,6,22,5,13,5,8.5,6.59,8.6,4,99,14,36,76,6,17,28,S,1,45,75,U,U,39800,0,37038
1,191296,9,6,14,4,9,10,10,9.07,10,17,113,14,36,69,6,17,30,S,1,0,50,F,U,102400,28,28268
0,56075,,1,6,1,4,20,20,10.17,20,21,56,13,30,46,6,13,17,A,0,36,64,M,H,35900,25,28268
1,54600,15,2,5,1,3,15,12,8.3,15,18,68,11,29,42,5,12,17,A,0,27,17,F,H,65300,40,28268
1,56113,5,6,39,4,24,10,6.33,4.1,6.75,21,127,13,33,84,6,17,35,S,1,39,52,M,U,49400,32,39632
1,56120,15,3,27,1,14,15,11.33,6.63,11,15,123,13,34,75,5,15,32,A,1,41,,F,U,51800,23,0
1,56124,20,2,6,1,2,20,22.5,15,25,25,53,13,33,45,6,17,19,A,0,0,46,M,H,60000,0,0
1,56169,20,1,1,1,1,20,20,20,20,24,24,8,18,16,3,7,6,N,0,40,,F,H,55700,27,38292
0,56218,,3,4,1,2,18,14,11.75,11,18,45,14,31,38,6,13,13,A,0,47,69,M,U,35100,19,37232
0,56310,,2,2,1,1,20,12.5,12.5,5,27,33,9,25,23,4,11,10,A,0,42,57,M,U,69600,32,58063
1,56318,5,4,6,1,2,10,5.75,5.17,3,15,40,11,29,30,5,13,13,A,0,35,39,F,H,200800,39,109713
0,56470,,2,19,2,15,8,8,5.37,8,17,128,12,28,76,5,12,28,S,1,1,,F,U,90200,38,51634
1,56339,5,5,27,2,15,5,5.2,3.63,4.5,16,128,6,21,62,3,10,25,S,1,38,82,F,U,39700,34,51634
1,56337,15,4,14,4,11,15,15,12.07,15,15,119,14,33,67,6,16,28,S,1,37,60,F,H,71400,26,51634
1,56346,10,4,16,2,10,10,10.5,9.06,10,24,126,10,31,70,5,15,30,A,1,49,55,F,H,46900,22,43750
1,56367,5,7,12,2,4,7,5.43,5.17,5,18,45,12,34,40,6,17,17,A,1,43,50,M,H,30100,27,37788
